Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric
Life expectancy at birth (years),Published,2019,Europe,,Azerbaijan,Female,74.1,74.09107
Life expectancy at birth (years),Published,2019,Europe,,Azerbaijan,Both sexes,71.4,71.42894
Life expectancy at birth (years),Published,2019,Africa,,Burundi,Male,61.5,61.54819
Life expectancy at birth (years),Published,2019,Africa,,Burundi,Female,66.1,66.13831
Life expectancy at birth (years),Published,2019,Africa,,Burundi,Both sexes,63.8,63.83847
Life expectancy at birth (years),Published,2019,Europe,,Belgium,Male,79.3,79.29116
Life expectancy at birth (years),Published,2000,Europe,,Belgium,Both sexes,77.7,77.66169
Life expectancy at birth (years),Published,2000,Africa,,Benin,Male,54.3,54.30958
Life expectancy at birth (years),Published,2000,Africa,,Benin,Female,58.8,58.77462
Life expectancy at birth (years),Published,2000,Africa,,Benin,Both sexes,56.6,56.59007
Life expectancy at birth (years),Published,2000,Africa,,Burkina Faso,Male,49.9,49.92492
Life expectancy at birth (years),Published,2000,Africa,,Burkina Faso,Female,53.1,53.14076
Life expectancy at birth (years),Published,2010,Africa,,Burkina Faso,Both sexes,58.6,58.59142
Life expectancy at birth (years),Published,2010,South-East Asia,,Bangladesh,Male,68.6,68.6325
Life expectancy at birth (years),Published,2010,South-East Asia,,Bangladesh,Female,72.2,72.21562
Life expectancy at birth (years),Published,2010,South-East Asia,,Bangladesh,Both sexes,70.3,70.28825
Life expectancy at birth (years),Published,2010,Europe,,Bulgaria,Male,70.2,70.18677
Life expectancy at birth (years),Published,2010,Europe,,Bulgaria,Female,77.2,77.23328
Life expectancy at birth (years),Published,2015,Europe,,Bulgaria,Female,78,78.04005
Life expectancy at birth (years),Published,2015,Europe,,Bulgaria,Both sexes,74.6,74.55482
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Bahrain,Male,75.9,75.86536
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Bahrain,Female,77.3,77.27293
Life expectancy at birth (years),Published,2015,Eastern Mediterranean,,Bahrain,Both sexes,76.5,76.46371
Life expectancy at birth (years),Published,2015,Americas,,Bahamas,Male,69.7,69.73015
Life expectancy at birth (years),Published,2019,Americas,,Bahamas,Female,76.6,76.58638
Life expectancy at birth (years),Published,2019,Americas,,Bahamas,Both sexes,73.2,73.21226
Life expectancy at birth (years),Published,2019,Europe,,Bosnia and Herzegovina,Male,74.4,74.37591
Life expectancy at birth (years),Published,2019,Europe,,Bosnia and Herzegovina,Female,79.1,79.08524
Life expectancy at birth (years),Published,2019,Europe,,Bosnia and Herzegovina,Both sexes,76.8,76.75007
Life expectancy at birth (years),Published,2019,Europe,,Belarus,Male,69.7,69.65255
Life expectancy at birth (years),Published,2000,Europe,,Belarus,Both sexes,68.8,68.84592
Life expectancy at birth (years),Published,2000,Americas,,Belize,Male,67.2,67.17996
Life expectancy at birth (years),Published,2000,Americas,,Belize,Female,74,74.01778
Life expectancy at birth (years),Published,2000,Americas,,Belize,Both sexes,70.3,70.34421
Life expectancy at birth (years),Published,2000,Americas,,Bolivia (Plurinational State of),Male,64.8,64.81239
Life expectancy at birth (years),Published,2010,Americas,,Bolivia (Plurinational State of),Female,71.2,71.24718
Life expectancy at birth (years),Published,2010,Americas,,Bolivia (Plurinational State of),Both sexes,70.3,70.34061
Life expectancy at birth (years),Published,2010,Americas,,Brazil,Male,70.6,70.57493
Life expectancy at birth (years),Published,2010,Americas,,Brazil,Female,77.7,77.6834
Life expectancy at birth (years),Published,2010,Americas,,Brazil,Both sexes,74.1,74.09258
Life expectancy at birth (years),Published,2010,Americas,,Barbados,Male,74.5,74.46426
Life expectancy at birth (years),Published,2015,Americas,,Barbados,Female,77.4,77.35789
Life expectancy at birth (years),Published,2015,Americas,,Barbados,Both sexes,76.2,76.21642
Life expectancy at birth (years),Published,2015,Western Pacific,,Brunei Darussalam,Male,73.4,73.37622
Life expectancy at birth (years),Published,2015,Western Pacific,,Brunei Darussalam,Female,75.5,75.50254
Life expectancy at birth (years),Published,2015,Western Pacific,,Brunei Darussalam,Both sexes,74.4,74.40452
Life expectancy at birth (years),Published,2015,South-East Asia,,Bhutan,Male,71.1,71.05044
Life expectancy at birth (years),Published,2019,South-East Asia,,Bhutan,Male,72,72.03266
Life expectancy at birth (years),Published,2019,South-East Asia,,Bhutan,Female,74.4,74.38692
Life expectancy at birth (years),Published,2019,South-East Asia,,Bhutan,Both sexes,73.1,73.1091
Life expectancy at birth (years),Published,2019,Africa,,Botswana,Male,58.9,58.94968
Life expectancy at birth (years),Published,2019,Africa,,Botswana,Female,65.5,65.45545
Life expectancy at birth (years),Published,2019,Africa,,Botswana,Both sexes,62.2,62.24785
Life expectancy at birth (years),Published,2000,Africa,,Central African Republic,Female,45.5,45.52407
Life expectancy at birth (years),Published,2000,Africa,,Central African Republic,Both sexes,44.3,44.33932
Life expectancy at birth (years),Published,2000,Americas,,Canada,Male,76.5,76.54477
Life expectancy at birth (years),Published,2000,Americas,,Canada,Female,81.5,81.548
Life expectancy at birth (years),Published,2000,Americas,,Canada,Both sexes,79.1,79.09756
Life expectancy at birth (years),Published,2000,Europe,,Switzerland,Male,76.9,76.89114
Life expectancy at birth (years),Published,2010,Europe,,Switzerland,Female,84.2,84.18406
Life expectancy at birth (years),Published,2010,Europe,,Switzerland,Both sexes,82.2,82.1935
Life expectancy at birth (years),Published,2010,Americas,,Chile,Male,75.5,75.4846
Life expectancy at birth (years),Published,2010,Americas,,Chile,Female,81.3,81.30399
Life expectancy at birth (years),Published,2010,Americas,,Chile,Both sexes,78.5,78.46236
Life expectancy at birth (years),Published,2015,Western Pacific,,China,Male,73.9,73.85298
Life expectancy at birth (years),Published,2015,Western Pacific,,China,Female,79.9,79.87157
Life expectancy at birth (years),Published,2015,Western Pacific,,China,Both sexes,76.6,76.64185
Life expectancy at birth (years),Published,2015,Africa,,Côte d'Ivoire,Male,58,57.98104
Life expectancy at birth (years),Published,2015,Africa,,Côte d'Ivoire,Female,63,62.9637
Life expectancy at birth (years),Published,2015,Africa,,Côte d'Ivoire,Both sexes,60.2,60.19939
Life expectancy at birth (years),Published,2019,Africa,,Cameroon,Male,60.3,60.28629
Life expectancy at birth (years),Published,2019,Africa,,Cameroon,Female,64.5,64.49857
Life expectancy at birth (years),Published,2019,Africa,,Cameroon,Both sexes,62.4,62.35601
Life expectancy at birth (years),Published,2019,Africa,,Democratic Republic of the Congo,Male,60,60.00336
Life expectancy at birth (years),Published,2019,Africa,,Democratic Republic of the Congo,Female,64.8,64.81888
Life expectancy at birth (years),Published,2019,Africa,,Democratic Republic of the Congo,Both sexes,62.4,62.35105
Life expectancy at birth (years),Published,2000,Africa,,Congo,Male,51.5,51.54181
Life expectancy at birth (years),Published,2000,Africa,,Congo,Female,52.6,52.57912
Life expectancy at birth (years),Published,2000,Africa,,Congo,Both sexes,52.1,52.11573
Life expectancy at birth (years),Published,2000,Americas,,Colombia,Male,69.7,69.71152
Life expectancy at birth (years),Published,2000,Americas,,Colombia,Female,77.8,77.84826
Life expectancy at birth (years),Published,2000,Americas,,Colombia,Both sexes,73.7,73.74615
Life expectancy at birth (years),Published,2010,Africa,,Comoros,Male,63.6,63.60187
Life expectancy at birth (years),Published,2010,Africa,,Comoros,Female,66.4,66.35258
Life expectancy at birth (years),Published,2010,Africa,,Comoros,Both sexes,65,64.97557
Life expectancy at birth (years),Published,2010,Africa,,Cabo Verde,Male,70.8,70.82956
Life expectancy at birth (years),Published,2010,Africa,,Cabo Verde,Female,77.3,77.26542
Life expectancy at birth (years),Published,2010,Africa,,Cabo Verde,Both sexes,74.1,74.12373
Life expectancy at birth (years),Published,2015,Americas,,Costa Rica,Male,78.2,78.16401
Life expectancy at birth (years),Published,2015,Americas,,Costa Rica,Female,83.5,83.47144
Life expectancy at birth (years),Published,2015,Americas,,Costa Rica,Both sexes,80.8,80.7813
Life expectancy at birth (years),Published,2015,Americas,,Cuba,Male,75.7,75.70345
Life expectancy at birth (years),Published,2015,Americas,,Cuba,Female,80.2,80.18662
Life expectancy at birth (years),Published,2015,Americas,,Cuba,Both sexes,77.9,77.91375
Life expectancy at birth (years),Published,2019,Americas,,Cuba,Both sexes,77.8,77.76285
Life expectancy at birth (years),Published,2019,Europe,,Cyprus,Male,81.1,81.11502
Life expectancy at birth (years),Published,2019,Europe,,Cyprus,Female,85.1,85.11829
Life expectancy at birth (years),Published,2019,Europe,,Cyprus,Both sexes,83.1,83.14104
Life expectancy at birth (years),Published,2019,Europe,,Czechia,Male,76.3,76.30233
Life expectancy at birth (years),Published,2019,Europe,,Czechia,Female,81.9,81.93262
Life expectancy at birth (years),Published,2000,Europe,,Germany,Male,75,75.04047
Life expectancy at birth (years),Published,2000,Europe,,Germany,Female,80.9,80.91944
Life expectancy at birth (years),Published,2000,Europe,,Germany,Both sexes,78.1,78.09462
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Djibouti,Male,57.9,57.87146
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Djibouti,Female,62,61.96137
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,,Djibouti,Both sexes,59.8,59.84435
Life expectancy at birth (years),Published,2010,Europe,,Denmark,Male,77.2,77.19883
Life expectancy at birth (years),Published,2010,Europe,,Denmark,Female,81.1,81.10014
Life expectancy at birth (years),Published,2010,Europe,,Denmark,Both sexes,79.2,79.16606
Life expectancy at birth (years),Published,2010,Americas,,Dominican Republic,Male,70.4,70.4311
Life expectancy at birth (years),Published,2010,Americas,,Dominican Republic,Female,76.1,76.14426
Life expectancy at birth (years),Published,2015,Americas,,Dominican Republic,Both sexes,71.8,71.75336
Life expectancy at birth (years),Published,2015,Africa,,Algeria,Male,75.6,75.64944
Life expectancy at birth (years),Published,2015,Africa,,Algeria,Female,77.5,77.50346
Life expectancy at birth (years),Published,2015,Africa,,Algeria,Both sexes,76.5,76.54363
Life expectancy at birth (years),Published,2015,Americas,,Ecuador,Male,74.9,74.92125
Life expectancy at birth (years),Published,2015,Americas,,Ecuador,Female,79.5,79.49764
Life expectancy at birth (years),Published,2019,Americas,,Ecuador,Both sexes,78.4,78.44662
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Egypt,Male,69.6,69.59159
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Egypt,Female,74.1,74.14153
Life expectancy at birth (years),Published,2019,Eastern Mediterranean,,Egypt,Both sexes,71.8,71.81616
Life expectancy at birth (years),Published,2019,Africa,,Eritrea,Male,61.3,61.29938
Life expectancy at birth (years),Published,2019,Africa,,Eritrea,Female,67.1,67.06857
Life expectancy at birth (years),Published,2000,Africa,,Eritrea,Both sexes,54.5,54.51377
Life expectancy at birth (years),Published,2000,Europe,,Spain,Male,75.7,75.69277
Life expectancy at birth (years),Published,2000,Europe,,Spain,Female,82.5,82.47808
Life expectancy at birth (years),Published,2000,Europe,,Spain,Both sexes,79.1,79.08088
Life expectancy at birth (years),Published,2000,Europe,,Estonia,Male,65.6,65.60099
Life expectancy at birth (years),Published,2000,Europe,,Estonia,Female,76.2,76.173
Life expectancy at birth (years),Published,2010,Europe,,Estonia,Both sexes,75.9,75.87077
Life expectancy at birth (years),Published,2010,Africa,,Ethiopia,Male,61.3,61.33376
Life expectancy at birth (years),Published,2010,Africa,,Ethiopia,Female,64.5,64.5482
Life expectancy at birth (years),Published,2010,Africa,,Ethiopia,Both sexes,62.9,62.91552
Life expectancy at birth (years),Published,2010,Europe,,Finland,Male,76.7,76.68188
Life expectancy at birth (years),Published,2010,Europe,,Finland,Female,83,83.03618
Life expectancy at birth (years),Published,2015,Europe,,Finland,Both sexes,81.2,81.21355
Life expectancy at birth (years),Published,2015,Western Pacific,,Fiji,Male,65.8,65.77479
Life expectancy at birth (years),Published,2015,Western Pacific,,Fiji,Female,70.1,70.07651
Life expectancy at birth (years),Published,2015,Western Pacific,,Fiji,Both sexes,67.8,67.82661
Life expectancy at birth (years),Published,2015,Europe,,France,Male,79,78.9938
Life expectancy at birth (years),Published,2019,Europe,,France,Female,85.1,85.08698
Life expectancy at birth (years),Published,2019,Europe,,France,Both sexes,82.5,82.47668
Life expectancy at birth (years),Published,2019,Western Pacific,,Micronesia (Federated States of),Male,60.3,60.34532
Life expectancy at birth (years),Published,2019,Western Pacific,,Micronesia (Federated States of),Female,66,66.04779
Life expectancy at birth (years),Published,2019,Western Pacific,,Micronesia (Federated States of),Both sexes,63,63.02715
Life expectancy at birth (years),Published,2019,Africa,,Gabon,Male,63.6,63.59354
Life expectancy at birth (years),Published,2000,Africa,,Gabon,Both sexes,58.1,58.09779
Life expectancy at birth (years),Published,2000,Europe,,United Kingdom of Great Britain and Northern Ireland,Male,75.5,75.49091
Life expectancy at birth (years),Published,2000,Europe,,United Kingdom of Great Britain and Northern Ireland,Female,80.1,80.09297
Life expectancy at birth (years),Published,2000,Europe,,United Kingdom of Great Britain and Northern Ireland,Both sexes,77.9,77.85276
Life expectancy at birth (years),Published,2000,Europe,,Georgia,Male,65.6,65.57988
Life expectancy at birth (years),Published,2000,Europe,,Georgia,Female,73.1,73.13734
Life expectancy at birth (years),Published,2010,Europe,,Georgia,Female,76.3,76.30207
Life expectancy at birth (years),Published,2010,Europe,,Georgia,Both sexes,71.9,71.87132
Life expectancy at birth (years),Published,2010,Africa,,Ghana,Male,59.7,59.69993
Life expectancy at birth (years),Published,2010,Africa,,Ghana,Female,64.5,64.52904
Life expectancy at birth (years),Published,2010,Africa,,Ghana,Both sexes,62,61.99749
Life expectancy at birth (years),Published,2010,Africa,,Guinea,Male,56.6,56.64756
Life expectancy at birth (years),Published,2015,Africa,,Guinea,Female,60.1,60.0704
Life expectancy at birth (years),Published,2015,Africa,,Guinea,Both sexes,58.8,58.81324
Life expectancy at birth (years),Published,2015,Africa,,Gambia,Male,62.2,62.17968
Life expectancy at birth (years),Published,2015,Africa,,Gambia,Female,66.3,66.2756
Life expectancy at birth (years),Published,2015,Africa,,Gambia,Both sexes,64.1,64.14439
Life expectancy at birth (years),Published,2015,Africa,,Guinea-Bissau,Male,55.5,55.53336
Life expectancy at birth (years),Published,2019,Africa,,Guinea-Bissau,Female,63,62.97833
Life expectancy at birth (years),Published,2019,Africa,,Guinea-Bissau,Both sexes,60.2,60.21801
Life expectancy at birth (years),Published,2019,Africa,,Equatorial Guinea,Male,60.9,60.86714
Life expectancy at birth (years),Published,2019,Africa,,Equatorial Guinea,Female,63.6,63.57852
Life expectancy at birth (years),Published,2019,Africa,,Equatorial Guinea,Both sexes,62.2,62.19166
Life expectancy at birth (years),Published,2019,Europe,,Greece,Male,78.6,78.64125
Life expectancy at birth (years),Published,2000,Europe,,Greece,Female,80.9,80.89335
